Type,Text
TEXT_EXTRA,"After the fall of Sauron, Gimli brought south a part of the Dwarf-folk of Erebor, and he became Lord of the Glittering Caves. He and his people did great works in Gondor and Rohan. For Minas Tirith they forged gates of mithril and steel to replace those broken by the Witch-king. Legolas his friend also brought south Elves out of Greenwood, and they dwelt in Ithilien, and it became once again the fairest country in all the westlands."
TEXT_EXTRA,But when King Elessar gave up his life Legolas followed at last the desire of his heart and sailed over Sea.
TEXT_EXTRA,Here follows one of the last notes in the Red Book
TEXT_EXTRA,"We have heard tell that Legolas took Gimli Glóin’s son with him because of their great friendship, greater than any that has been between Elf and Dwarf. If this is true, then it is strange indeed: that a Dwarf should be willing to leave Middle-earth for any love, or that the Eldar should receive him, or that the Lords of the West should permit it. But it is said that Gimli went also out of desire to see again the beauty of Galadriel; and it may be that she, being mighty among the Eldar, obtained this grace for him. More cannot be said of this matter."
CHAPTER_NUMBER,APPENDIX B
CHAPTER_NAME,THE TALE OF YEARS
UNKNOWN(p1),(CHRONOLOGY OF THE WESTLANDS)
TEXT_EXTRA,"The First Age ended with the Great Battle, in which the Host of Valinor broke Thangorodrim1 and overthrew Morgoth. Then most of the Noldor returned into the Far West2 and dwelt in Eressëa within sight of Valinor; and many of the Sindar went over Sea also."
TEXT_EXTRA,"The Second Age ended with the first overthrow of Sauron, servant of Morgoth, and the taking of the One Ring."
TEXT_EXTRA,"The Third Age came to its end in the War of the Ring; but the Fourth Age was not held to have begun until Master Elrond departed, and the time was come for the dominion of Men and the decline of all other ‘ speaking-peoples’ in Middle-earth.3"
TEXT_EXTRA,In the Fourth Age the earlier ages were often called the Elder Days; but that name was properly given only to the days before the casting out of Morgoth. The histories of that time are not recorded here.
TEXT_EXTRA,The Second Age
TEXT_EXTRA,"These were the dark years for Men of Middle-earth, but the years of the glory of Númenor. Of events in Middle-earth the records are few and brief, and their dates are often uncertain."
TEXT_EXTRA,"In the beginning of this age many of the High Elves still remained. Most of these dwelt in Lindon west of the Ered Luin; but before the building of the Barad-dûr many of the Sindar passed eastward, and some established realms in the forests far away, where their people were mostly Silvan Elves. Thranduil, king in the north of Greenwood the Great, was one of these. In Lindon north of the Lune dwelt Gil-galad, last heir of the kings of the Noldor in exile. He was acknowledged as High King of the Elves of the West. In Lindon south of the Lune dwelt for a time Celeborn, kinsman of Thingol; his wife was Galadriel, greatest of Elven women. She was sister of Finrod Felagund, Friend-of-Men, once king of Nargothrond, who gave his life to save Beren son of Barahir."
TEXT_EXTRA,"Later some of the Noldor went to Eregion, upon the west of the Misty Mountains, and near to the West-gate of Moria. This they did because they learned that mithril had been discovered in Moria. 4 The Noldor were great craftsmen and less unfriendly to the Dwarves than the Sindar; but the friendship that grew up between the people of Durin and the Elven-smiths of Eregion was the closest that there has ever been between the two races. Celebrimbor was Lord of Eregion and the greatest of their craftsmen; he was descended from Fëanor."
UNKNOWN(t1),1
UNKNOWN(t1),32
UNKNOWN(t1),c. 40
UNKNOWN(t1),442
UNKNOWN(t1),c. 500
UNKNOWN(t1),521
UNKNOWN(t1),600
UNKNOWN(t1),750
UNKNOWN(t1),c. 1000
UNKNOWN(t1),1075
UNKNOWN(t1),1200
UNKNOWN(t1),c. 1500
UNKNOWN(t1),c. 1590
UNKNOWN(t1),c. 1600
UNKNOWN(t1),1693
UNKNOWN(t1),1695
UNKNOWN(t1),1697
UNKNOWN(t1),1699
UNKNOWN(t1),1700
UNKNOWN(t1),1701
UNKNOWN(t1),c. 1800
UNKNOWN(t1),2251
UNKNOWN(t1),2280
UNKNOWN(t1),2350
UNKNOWN(t1),2899
UNKNOWN(t1),3175
UNKNOWN(t1),3255
UNKNOWN(t1),3261
UNKNOWN(t1),3262
UNKNOWN(t1),3310
UNKNOWN(t1),3319
UNKNOWN(t1),3320
UNKNOWN(t1),3429
UNKNOWN(t1),3430
UNKNOWN(t1),3431
UNKNOWN(t1),3434
UNKNOWN(t1),3440
UNKNOWN(t1),3441
UNKNOWN(dt4),The Third Age
TEXT_EXTRA,"These were the fading years of the Eldar. For long they were at peace, wielding the Three Rings while Sauron slept and the One Ring was lost; but they attempted nothing new, living in memory of the past. The Dwarves hid themselves in deep places, guarding their hoards; but when evil began to stir again and dragons reappeared, one by one their ancient treasures were plundered, and they became a wandering people. Moria for long remained secure, but its numbers dwindled until many of its vast mansions became dark and empty. The wisdom and the life-span of the Númenóreans also waned as they became mingled with lesser Men."
TEXT_EXTRA,"When maybe a thousand years had passed, and the first shadow had fallen on Greenwood the Great, the Istari or Wizards appeared in Middle-earth. It was afterwards said that they came out of the Far West and were messengers sent to contest the power of Sauron, and to unite all those who had the will to resist him; but they were forbidden to match his power with power, or to seek to dominate Elves or Men by force and fear."
TEXT_EXTRA,"They came therefore in the shape of Men, though they were never young and aged only slowly, and they had many powers of mind and hand. They revealed their true names to few, 1 but used such names as were given to them. The two highest of this order (of whom it is said there were five) were called by the Eldar Curunír, ‘ the Man of Skill’, and Mithrandir, ‘ the Grey Pilgrim’, but by Men in the North Saruman and Gandalf. Curunír journeyed often into the East, but dwelt at last in Isengard. Mithrandir was closest in friendship with the Eldar, and wandered mostly in the West, and never made for himself any lasting abode."
TEXT_EXTRA,"Throughout the Third Age the guardianship of the Three Rings was known only to those who possessed them. But at the end it became known that they had been held at first by the three greatest of the Eldar: Gil-galad, Galadriel and Círdan. Gil-galad before he died gave his ring to Elrond; Círdan later surrendered his to Mithrandir. For Círdan saw further and deeper than any other in Middle-earth, and he welcomed Mithrandir at the Grey Havens, knowing whence he came and whither he would return."
TEXT_EXTRA,"‘Take this ring, Master,’ he said, ‘ for your labours will be heavy; but it will support you in the weariness that you have taken upon yourself. For this is the Ring of Fire, and with it you may rekindle hearts in a world that grows chill. But as for me, my heart is with the Sea, and I will dwell by the grey shores until the last ship sails. I will await you.’"
UNKNOWN(t1),2
UNKNOWN(t1),3
UNKNOWN(t1),10
UNKNOWN(t1),109
UNKNOWN(t1),130
UNKNOWN(t1),241
UNKNOWN(t1),420
UNKNOWN(t1),490
UNKNOWN(t1),500
UNKNOWN(t1),541
UNKNOWN(t1),830
UNKNOWN(t1),861
UNKNOWN(t1),933
UNKNOWN(t1),936
UNKNOWN(t1),1015
UNKNOWN(t1),1050
UNKNOWN(t1),c. 1100
UNKNOWN(t1),1149
UNKNOWN(t1),1150
UNKNOWN(t1),c. 1300
UNKNOWN(t1),1977
UNKNOWN(t1),1356
UNKNOWN(t1),1409
UNKNOWN(t1),1432
UNKNOWN(t1),1437
UNKNOWN(t1),1447
UNKNOWN(t1),1448
UNKNOWN(t1),1540
UNKNOWN(t1),1551
UNKNOWN(t1),c.1630
UNKNOWN(t1),1601
UNKNOWN(t1),1634
UNKNOWN(t1),1636
UNKNOWN(t1),1640
UNKNOWN(t1),1810
UNKNOWN(t1),1851
UNKNOWN(t1),1856
UNKNOWN(t1),1899
UNKNOWN(t1),1900
UNKNOWN(t1),1940
UNKNOWN(t1),1944
UNKNOWN(t1),1945
UNKNOWN(t1),1974
UNKNOWN(t1),1975
UNKNOWN(t1),1976
UNKNOWN(t1),1979
UNKNOWN(t1),1980
UNKNOWN(t1),1981
UNKNOWN(t1),1999
UNKNOWN(t1),2002
UNKNOWN(t1),2043
UNKNOWN(t1),2000
UNKNOWN(t1),2050
UNKNOWN(t1),2060
UNKNOWN(t1),2063
UNKNOWN(t1),2210
UNKNOWN(t1),2340
UNKNOWN(t1),2460
UNKNOWN(t1),2463
UNKNOWN(t1),2470
UNKNOWN(t1),2475
UNKNOWN(t1),c. 2480
UNKNOWN(t1),2509
UNKNOWN(t1),2510
UNKNOWN(t1),2545
UNKNOWN(t1),2569
UNKNOWN(t1),2570
UNKNOWN(t1),2589
UNKNOWN(t1),2590
UNKNOWN(t1),c. 2670
UNKNOWN(t1),2683
UNKNOWN(t1),2698
UNKNOWN(t1),2740
UNKNOWN(t1),2747
UNKNOWN(t1),2758
UNKNOWN(t1),2759
UNKNOWN(t1),2770
UNKNOWN(t1),2790
UNKNOWN(t1),2793
UNKNOWN(t1),2799
UNKNOWN(t1),2800-64
UNKNOWN(t1),2841
UNKNOWN(t1),2845
UNKNOWN(t1),2850
UNKNOWN(t1),2851
UNKNOWN(t1),2872
UNKNOWN(t1),2885
UNKNOWN(t1),2890
UNKNOWN(t1),2901
UNKNOWN(t1),2907
UNKNOWN(t1),2911
UNKNOWN(t1),2912
UNKNOWN(t1),2920
UNKNOWN(t1),2929
UNKNOWN(t1),2930
UNKNOWN(t1),2931
UNKNOWN(t1),2933
UNKNOWN(t1),2939
UNKNOWN(t1),2941
UNKNOWN(t1),2942
UNKNOWN(t1),2944
UNKNOWN(t1),2948
UNKNOWN(t1),2949
UNKNOWN(t1),2950
UNKNOWN(t1),2951
UNKNOWN(t1),2953
UNKNOWN(t1),2954
UNKNOWN(t1),2956
UNKNOWN(t1),2957-80
UNKNOWN(t1),2968
UNKNOWN(t1),2976
UNKNOWN(t1),2977
UNKNOWN(t1),2978
UNKNOWN(t1),2980
UNKNOWN(t1),2983
UNKNOWN(t1),2984
UNKNOWN(t1),2988
UNKNOWN(t1),2989
UNKNOWN(t1),2991
UNKNOWN(t1),2994
UNKNOWN(t1),2995
UNKNOWN(t1),c. 3000
UNKNOWN(t1),3001
UNKNOWN(t1),3002
UNKNOWN(t1),3004
UNKNOWN(t1),3007
UNKNOWN(t1),3008
UNKNOWN(t1),3009
UNKNOWN(t1),3017
UNKNOWN(dt),April
UNKNOWN(t1),12
UNKNOWN(dt),June
UNKNOWN(t1),20
UNKNOWN(p1),Mid-year's Day Gandalf meets Radagast.
UNKNOWN(dt1),July
UNKNOWN(t1),4
UNKNOWN(t1),10
UNKNOWN(dt1),August
UNKNOWN(dt1),September
UNKNOWN(t1),19
UNKNOWN(t1),20
UNKNOWN(t1),21
UNKNOWN(t1),22
UNKNOWN(t1),23
UNKNOWN(t1),24
UNKNOWN(t1),26
UNKNOWN(t1),27
UNKNOWN(t1),28
UNKNOWN(t1),29
UNKNOWN(t1),30
UNKNOWN(dt),October
UNKNOWN(t1),1
UNKNOWN(t1),3
UNKNOWN(t1),6
UNKNOWN(t1),9
UNKNOWN(t1),11
UNKNOWN(t1),13
UNKNOWN(t1),18
UNKNOWN(t1),20
UNKNOWN(t1),24
UNKNOWN(t1),25
UNKNOWN(dt),December
UNKNOWN(t1),25
UNKNOWN(dt),3019
UNKNOWN(dt),January
UNKNOWN(t1),8
UNKNOWN(t1),"11,12"
UNKNOWN(t1),13
UNKNOWN(t1),14
UNKNOWN(t1),15
UNKNOWN(t1),17
UNKNOWN(t1),23
UNKNOWN(t1),25
UNKNOWN(dt),February
UNKNOWN(t1),15
UNKNOWN(t1),16
UNKNOWN(t1),17
UNKNOWN(t1),23
UNKNOWN(t1),25
UNKNOWN(t1),26
UNKNOWN(t1),27
UNKNOWN(t1),28
UNKNOWN(t1),29
UNKNOWN(t1),30
UNKNOWN(dt),March
UNKNOWN(t1),1
UNKNOWN(t1),2
UNKNOWN(t1),3
UNKNOWN(t1),4
UNKNOWN(t1),5
UNKNOWN(t1),6
UNKNOWN(t1),7
UNKNOWN(t1),8
UNKNOWN(t1),9
UNKNOWN(t1),10
UNKNOWN(t1),11
UNKNOWN(t1),12
UNKNOWN(t1),13
UNKNOWN(t1),14
UNKNOWN(t1),15
UNKNOWN(t1),16
UNKNOWN(t1),17
UNKNOWN(t1),18
UNKNOWN(t1),19
UNKNOWN(t1),22
UNKNOWN(t1),23
UNKNOWN(t1),24
UNKNOWN(t1),25
TEXT_EXTRA,"After the fall of the Dark Tower and the passing of Sauron the Shadow was lifted from the hearts of all who opposed him, but fear and despair fell upon his servants and allies. Three times Lórien had been assailed from Dol Guldur, but besides the valour of the elven people of that land, the power that dwelt there was too great for any to overcome, unless Sauron had come there himself. Though grievous harm was done to the fair woods on the borders, the assaults were driven back; and when the Shadow passed, Celeborn came forth and led the host of Lórien over Anduin in many boats. They took Dol Guldur, and Galadriel threw down its walls and laid bare its pits, and the forest was cleansed."
TEXT_EXTRA,"In the North also there had been war and evil. The realm of Thranduil was invaded, and there was long battle under the trees and great ruin of fire; but in the end Thranduil had the victory. And on the day of the New Year of the Elves, Celeborn and Thranduil met in the midst of the forest; and they renamed Mirkwood Eryn Lasgalen, The Wood of Greenleaves. Thranduil took all the northern region as far as the mountains that rise in the forest for his realm; and Celeborn took all the southern wood below the Narrows, and named it East Lórien; all the wide forest between was given to the Beornings and the Woodmen. But after the passing of Galadriel in a few years Celeborn grew weary of his realm and went to Imladris to dwell with the sons of Elrond. In the Greenwood the Silvan Elves remained untroubled, but in Lórien there lingered sadly only a few of its former people, and there was no longer light or song in Caras Galadhon."
TEXT_EXTRA,"At the same time as the great armies besieged Minas Tirith a host of the allies of Sauron that had long threatened the borders of King Brand crossed the River Carnen, and Brand was driven back to Dale. There he had the aid of the Dwarves of Erebor; and there was a great battle at the Mountain’s feet. It lasted three days, but in the end both King Brand and King Dáin Ironfoot were slain, and the Easterlings had the victory. But they could not take the Gate, and many, both Dwarves and Men, took refuge in Erebor, and there withstood a siege."
TEXT_EXTRA,"When news came of the great victories in the South, then Sauron’s northern army was filled with dismay; and the besieged came forth and routed them, and the remnant fled into the East and troubled Dale no more. Then Bard II, Brand’s son, became King in Dale, and Thorin III Stonehelm, Dain’s son, became King under the Mountain. They sent their ambassadors to the crowning of King Elessar; and their realms remained ever after, as long as they lasted, in friendship with Gondor; and they were under the crown and protection of the King of the West."
TEXT_SPECIAL,THE CHIEF DAYS FROM THE FALL OF BARAD-DûR TO THE END OF THE THIRD AGE1
TEXT_SPECIAL,3019
UNKNOWN(dt),S.R. 1419
TEXT_EXTRA_TIMELINE,March 27. Bard II and Thorin III Stonehelm drive the enemy from Dale.
TEXT_EXTRA,28. Celeborn crosses Anduin; destruction of Dol Guldur begun.
TEXT_EXTRA_TIMELINE,April 6. Meeting of Celeborn and Thranduil.
TEXT_EXTRA,8. The Ring-bearers are honoured on the Field of Cormallen.
TEXT_EXTRA_TIMELINE,May 1. Crowning of King Elessar; Elrond and Arwen set out from Rivendell.
TEXT_EXTRA,8. Éomer and Éowyn depart for Rohan with the sons of Elrond.
TEXT_EXTRA,20. Elrond and Arwen come to Lórien.
TEXT_EXTRA,27. The escort of Arwen leaves Lórien.
TEXT_EXTRA_TIMELINE,June 14. The sons of Elrond meet the escort and bring Arwen to Edoras.
TEXT_EXTRA,16. They set out for Gondor.
TEXT_EXTRA,25. King Elessar finds the sapling of the White Tree.
TEXT_EXTRA_TIMELINE,1 Lithe. Arwen comes to the City.
TEXT_EXTRA_TIMELINE,Mid-year’s Day. Wedding of Elessar and Arwen.
TEXT_EXTRA_TIMELINE,July 18. Éomer returns to Minas Tirith.
TEXT_EXTRA,22. The funeral escort of King Théoden sets out.
TEXT_EXTRA_TIMELINE,August 7. The escort comes to Edoras.
TEXT_EXTRA,10. Funeral of King Théoden.
TEXT_EXTRA,14. The guests take leave of King Éomer.
TEXT_EXTRA,15. Treebeard releases Saruman.
TEXT_EXTRA,18. They come to Helm’s Deep.
TEXT_EXTRA_TIMELINE,22. They come to Isengard; they take leave of the King of the West at sunset.
TEXT_EXTRA_TIMELINE,28. They overtake Saruman; Saruman turns towards the Shire.
TEXT_EXTRA_TIMELINE,September 6. They halt in sight of the Mountains of Moria.
TEXT_EXTRA_TIMELINE,"13. Celeborn and Galadriel depart, the others set out for Rivendell."
TEXT_EXTRA_TIMELINE,21. They return to Rivendell.
TEXT_EXTRA_TIMELINE,22. The hundred and twenty-ninth birthday of Bilbo. Saruman comes to the Shire.
TEXT_EXTRA_TIMELINE,October 5. Gandalf and the Hobbits leave Rivendell.
TEXT_EXTRA_TIMELINE,6. They cross the Ford of Bruinen; Frodo feels the first return of pain.
TEXT_EXTRA_TIMELINE,28. They reach Bree at nightfall.
TEXT_EXTRA_TIMELINE,30. They leave Bree. The ‘Travellers’ come to the Brandywine Bridge at dark.
TEXT_EXTRA_TIMELINE,November 1. They are arrested at Frogmorton.
TEXT_EXTRA_TIMELINE,2. They come to Bywater and rouse the Shire-folk.
TEXT_EXTRA_TIMELINE,"3. Battle of Bywater, and Passing of Saruman. End of the War of the Ring."
TEXT_SPECIAL,3020
UNKNOWN(dt3),S.R. 1420: The Great Year of Plenty
TEXT_EXTRA_TIMELINE,March 13. Frodo is taken ill (on the anniversary of his poisoning by Shelob).
TEXT_EXTRA_TIMELINE,April 6. The mallorn flowers in the Party Field.
TEXT_EXTRA_TIMELINE,May 1. Samwise marries Rose.
TEXT_EXTRA_TIMELINE,"Mid-year’s Day. Frodo resigns office of mayor, and Will Whitfoot is restored."
TEXT_EXTRA_TIMELINE,September 22. Bilbo’s hundred and thirtieth birthday.
TEXT_EXTRA_TIMELINE,October 6. Frodo is again ill.
TEXT_SPECIAL,3021
UNKNOWN(dt3),S.R. 142I: The Last of the Third Age
TEXT_EXTRA_TIMELINE,March 13. Frodo is again ill.
TEXT_EXTRA,"25. Birth of Elanor the Fair, 1 daughter of Samwise. On this day the Fourth Age began in the reckoning of Gondor."
TEXT_EXTRA_TIMELINE,September 21. Frodo and Samwise set out from Hobbiton.
TEXT_EXTRA_TIMELINE,22. They meet the Last Riding of the Keepers of the Rings in Woody End.
TEXT_EXTRA_TIMELINE,29. They come to the Grey Havens. Frodo and Bilbo depart over Sea with the Three Keepers. The end of the Third Age.
TEXT_EXTRA_TIMELINE,October 6. Samwise returns to Bag End.
TEXT_SPECIAL,LATER EVENTS CONCERNING THE MEMBERS OF THE FELLOWSHIP OF THE RING
UNKNOWN(t1),S.R. 1422
UNKNOWN(t1),1427
UNKNOWN(t1),1430
UNKNOWN(t1),1431
UNKNOWN(t1),1432
UNKNOWN(t1),1434
UNKNOWN(t1),1436
UNKNOWN(t1),1441
UNKNOWN(t1),1442
UNKNOWN(t1),1448
UNKNOWN(t1),1451
UNKNOWN(t1),1452
UNKNOWN(t1),1454
UNKNOWN(t1),1455
UNKNOWN(t1),1462
UNKNOWN(t1),1463
UNKNOWN(t1),1469
UNKNOWN(t1),1482
UNKNOWN(t1),1484
UNKNOWN(t1),1541
CHAPTER_NUMBER,APPENDIX C
CHAPTER_NAME,FAMILY TREES
TEXT_EXTRA,"The names given in these Trees are only a selection from many. Most of them are either guests at Bilbo’s Farewell Party, or their direct ancestors. The guests at the Party are underlined. A few other names of persons concerned in the events recounted are also given. In addition some genealogical information is provided concerning Samwise the founder of the family of Gardner, later famous and influential."
TEXT_EXTRA,"The figures after the names are those of birth (and death where that is recorded). All dates are given according to the Shire-reckoning, calculated from the crossing of the Brandywine by the brothers Marcho and Blanco in the Year I of the Shire (Third Age 1601)."
CHAPTER_NUMBER,APPENDIX D
CHAPTER_NAME,SHIRE CALENDAR FOR USE IN ALL YEARS
TEXT_EXTRA,"Every year began on the first day of the week, Saturday, and ended on the last day of the week, Friday. The Mid-year’s Day, and in Leap-years the Overlithe, had no weekday name. The Lithe before Mid-year’s Day was called 1 Lithe, and the one after was called 2 Lithe. The Yule at the end of the year was 1 Yule, and that at the beginning was 2 Yule. The Overlithe was a day of special holiday, but it did not occur in any of the years important to the history of the Great Ring. It occurred in 1420, the year of the famous harvest and wonderful summer, and the merrymaking in that year is said to have been the greatest in memory or record."
TEXT_EXTRA,"The Calendar in the Shire differed in several features from ours. The year no doubt was of the same length, 1 for long ago as those times are now reckoned in years and lives of men, they were not very remote according to the memory of the Earth. It is recorded by the Hobbits that they had no ‘week’ when they were still a wandering people, and though they had ‘months’, governed more or less by the Moon, their keeping of dates and calculations of time were vague and inaccurate. In the west-lands of Eriador, when they had begun to settle down, they adopted the Kings’ Reckoning of the Dúnedain, which was ultimately of Eldarin origin; but the Hobbits of the Shire introduced several minor alterations. This calendar, or ‘Shire Reckoning’ as it was called, was eventually adopted also in Bree, except for the Shire usage of counting as Year I the year of the colonization of the Shire."
TEXT_STORY,"It is often difficult to discover from old tales and traditions precise information about things which people knew well and took for granted in their own day (such as the names of letters, or of the days of the week, or the names and lengths of months). But owing to their general interest in genealogy, and to the interest in ancient history which the learned amongst them developed after the War of the Ring, the Shire-hobbits seem to have concerned themselves a good deal with dates; and they even drew up complicated tables showing the relations of their own system with others. I am not skilled in these matters, and may have made many errors; but at any rate the chronology of the crucial years S.R. 1418, 1419 is so carefully set out in the Red Book that there cannot be much doubt about days and times at that point."
TEXT_EXTRA,"It seems clear that the Eldar in Middle-earth, who had, as Samwise remarked, more time at their disposal, reckoned in long periods, and the Quenya word yén, often translated ‘year’ (p. 377), really means 144 of our years. The Eldar preferred to reckon in sixes and twelves as far as possible. A ‘day’ of the sun they called ré and reckoned from sunset to sunset. The yen contained 52,596 days. For ritual rather than practical purposes the Eldar observed a week or enquië of six days; and the yén contained 8,766 of these enquier, reckoned continuously throughout the period."
TEXT_EXTRA,"In Middle-earth the Eldar also observed a short period or solar year, called a coranar or ‘sun-round’ when considered more or less astronomically, but usually called loa ‘growth’ (especially in the north-western lands) when the seasonal changes in vegetation were primarily considered, as was usual with the Elves generally. The loa was broken up into periods that might be regarded either as long months or short seasons. These no doubt varied in different regions; but the Hobbits only provide information concerning the Calendar of Imladris. In that calendar there were six of these ‘seasons’, of which the Quenya names were tuilë, lairë, yávie, quelle, hrívë, coirë, which may be translated ‘spring, summer, autumn, fading, winter, stirring’. The Sindarin names were ethuil, laer, iavas, firith, rhîw, echuir. ‘Fading’ was also called lasse-lanta leaf-fall’, or in Sindarin narbeleth ‘sun-waning’."
TEXT_EXTRA,"Lairë and hrívë each contained 72 days, and the remainder 54 each. The loa began with yestarë, the day immediately before tuilë, and ended with mettarë, the day immediately after coirë. Between yavië and quelle were inserted three enderi or ‘middle-days’. This provided a year of 365 days which was supplemented by doubling the enderi (adding 3 days) in every twelfth year."
TEXT_EXTRA,"How any resulting inaccuracy was dealt with is uncertain. If the year was then of the same length as now, the yén would have been more than a day too long. That there was an inaccuracy is shown by a note in the Calendars of the Red Book to the effect that in the ‘Reckoning of Rivendell’ the last year of every third yén was shortened by three days: the doubling of the three enderi due in that year was omitted; ‘but that has not happened in our time’. Of the adjustment of any remaining inaccuracy there is no record."
TEXT_EXTRA,"The Númenóreans altered these arrangements. They divided the loa into shorter periods of more regular length; and they adhered to the custom of beginning the year in mid-winter, which had been used by Men of the North-west from whom they were derived in the First Age. Later they also made their week one of 7 days, and they reckoned the day from sunrise (out of the eastern sea) to sunrise."
TEXT_EXTRA,"The Númenórean system, as used in Númenor, and in Arnor and Gondor until the end of the kings, was called Kings’ Reckoning. The normal year had 365 days. It was divided into twelve astar or months, of which ten had 30 days and two had 31. The long astar were those on either side of the Mid-year, approximately our June and July. The first day of the year was called yestarë, the middle day (183rd) was called loëndë, and the last day mettarë; these 3 days belonged to no month. In every fourth year, except the last of a century (haranyë), two enderi or ‘middle-days’ were substituted for the loëndë."
TEXT_EXTRA,"In Númenor calculation started with S.A. 1. The Deficit caused by deducting 1 day from the last year of a century was not adjusted until the last year of a millennium, leaving a millennial deficit of 4 hours, 46 minutes, 40 seconds. This addition was made in Númenor in S.A. 1000, 2000, 3000. After the Downfall in S.A. 3319 the system was maintained by the exiles, but it was much dislocated by the beginning of the Third Age with a new numeration: S.A. 3442 became T.A. 1. By making TA. 4 a leap year instead of TA. 3 (S.A. 3444) 1 more short year of only 365 days was intruded causing a deficit of 5 hours, 48 minutes, 46 seconds. The millennial additions were made 441 years late: in T.A. 1000 (S.A. 4441) and 2000 (S.A. 5441). To reduce the errors so caused, and the accumulation of the millennial deficits, Mardil the Steward issued a revised calendar to take effect in T.A. 2060, after a special addition of 2 days to 2059 (S.A. 5500), which concluded 51/2 millennia since the beginning of the Númenórean system. But this still left about 8 hours deficit. Hador to 2360 added 1 day though this deficiency had not quite reached that amount. After that no more adjustments were made. (In T.A. 3000 with the threat of imminent war such matters were neglected.) By the end of the Third Age, after 660 more years, the Deficit had not yet amounted to 1 day."
TEXT_EXTRA,"The Revised Calendar introduced by Mardil was called Stewards’ Reckon ing and was adopted eventually by most of the users of the Westron language, except the Hobbits. The months were all of 30 days, and 2 days outside the months were introduced: 1 between the third and fourth months (March, April), and 1 between the ninth and tenth (September, October). These 5 days outside the months, yestarë, tuilérë, loëndë, yáviérë, and mettarë, were holidays."
TEXT_EXTRA,"The Hobbits were conservative and continued to use a form of Kings’ Reckoning adapted to fit their own customs. Their months were all equal and had 30 days each; but they had 3 Summerdays, called in the Shire the Lithe or the Lithedays, between June and July. The last day of the year and the first of the next year were called the Yuledays. The Yuledays and the Lithedays remained outside the months, so that January 1 was the second and not the first day of the year. Every fourth year, except in the last year of the century, 1 there were four Lithedays. The Lithedays and the Yuledays were the chief holidays and times of feasting. The additional Litheday was added after Mid-year’s Day, and so the 184th day of the Leap-years was called Overlithe and was a day of special merrymaking. In full Yuletide was six days long, including the last three and first three days of each year."
TEXT_EXTRA,"The Shire-folk introduced one small innovation of their own (eventually also adopted in Bree), which they called Shire-reform. They found the shifting of the weekday names in relation to dates from year to year untidy and inconvenient. So in the time of Isengrim II they arranged that the odd day which put the succession out, should have no weekday name. After that Mid-year’s Day (and the Overlithe) was known only by its name and belonged to no week (p. 169). In consequence of this reform the year always began on the First Day of the week and ended on the Last Day; and the same date in any one year had the same weekday name in all other years, so that Shire-folk no longer bothered to put the weekday in their letters or diaries. 2 They found this quite convenient at home, but not so convenient if they ever travelled further than Bree."
TEXT_EXTRA,"In the above notes, as in the narrative, I have used our modern names for both months and weekdays, though of course neither the Eldar nor the Dúnedain nor the Hobbits actually did so. Translation of the Westron names seemed to be essential to avoid confusion, while the seasonal implications of our names are more or less the same, at any rate in the Shire. It appears, however, that Mid-year’s Day was intended to correspond as nearly as possible to the summer solstice. In that case the Shire dates were actually in advance of ours by some ten days, and our New Year’s Day corresponded more or less to the Shire January 9."
TEXT_EXTRA,"In the Westron the Quenya names of the months were usually retained as the Latin names are now widely used in alien languages. They were: Narvinyë, Nénimë, Súlimë, Víresse, Lótessë, Nárië, Cermië, Úrime, Yavannië, Narquelië, Hísimë, Ringarë. The Sindarin names (used only by the Dúnedain) were: Narwain, Nínui, Gwaeron, Gwirith, Lothron, Nórui, Cerveth, úrui, Ivanneth, Narbeleth, Hithui, Girithron."
TEXT_EXTRA,"In this nomenclature the Hobbits, however, both of the Shire and of Bree, diverged from the Westron usage, and adhered to old-fashioned local names of their own, which they seem to have picked up in antiquity from the Men of the vales of Anduin; at any rate similar names were found in Dale and Rohan (cf. the notes on the languages, pp. 1130, 1135-6). The meanings of these names, devised by Men, had as a rule long been forgotten by the Hobbits, even in cases where they had originally known what their significance was; and the forms of the names were much obscured in consequence: math, for instance, at the end of some of them is a reduction of month."
TEXT_EXTRA,"The Shire names are set out in the Calendar. It may be noted that Solmath was usually pronounced, and sometimes written, Somath; Thrimidge was often written Thrimich (archaically Thrimilch); and Blotmath was pronounced Blodmath or Blommath. In Bree the names differed, being Frery, Solmath, Rethe, Chithing, Thrimidge, Lithe, The Summerdays, Mede, Wedmath, Harvestmath, Wintring, Blooting, and Yulemath. Frery, Chithing and Yulemath were also used in the Eastfarthing. 1"
TEXT_EXTRA,"The Hobbit week was taken from the Dúnedain, and the names were translations of those given to the days in the old North-kingdom, which in their turn were derived from the Eldar. The six-day week of the Eldar had days dedicated to, or named after, the Stars, the Sun, the Moon, the Two Trees, the Heavens, and the Valar or Powers, in that order, the last day being the chief day of the week. Their names in Quenya were Elenya, Anarya, Isilya, Aldúya, Menelya, Valanya (or Tárion); the Sindarin names were Orgilion, Oranor, Orithil, Orgaladhad, Ormenel, Orbelain (or Rodyn)."
